Ticker
TSLA
SHOP
TWTR
SQ
TDOC
ROKU
TWLO
SPOT
GBTC
U
COIN
ZM
PTON
SE
SKLZ
PLTR
TTD
Z
DKNG
JD
PDD
PYPL
OKTA
RBLX
LC
BEKE
OPEN
PATH
PD
NET
DOCU
SNAP
ETSY
NNDM
TWOU
NTDOY
TCEHY
ADYEY
HUYA
MELI
VCYT
NFLX
SPLK
DIS
VUZI
PSTG
BZ
SNOW
