Ticker
TRMB
PRNT
IRDM
KTOS
LHX
LMT
AMZN
BA
GOOG
SPR
NFLX
U
JD
NVDA
PATH
TER
BABA
AIR
DE
BLDE
ESLT
SPFR
AVAV
HON
RAVN
SNPS
HEI
GRMN
ANSS
TCEHY
TDY
ACIC
