Ticker
ADC
AKR
ALEX
AMT
APLE
CBRE
CLDT
CTO
CTRE
CUBE
EPR
EPRT
EXR
FRT
GLPI
GTY
HIW
IIPR
IRM
IRT
IVT
JLL
KIM
KRC
KRG
LSI
LTC
MMI
NHI
NMRK
NNN
NTST
O
OFC
PCH
PECO
PGRE
PINE
PSA
REG
RMR
RYN
SELF
SITC
SRC
STAG
STOR
SWRAY
VICI
WPC
WY
ZG
NLCP
BNL
BHR
