Ticker
AN
ARCO
ARHS
ARKO
ASO
ATGE
AXL
BBQ
BBW
BKE
BOWL
BSET
BURBY
BZH
CCS
CHGG
CHS
CHWY
CPS
CROX
DHI
DLTR
DUFRY
DXLG
ELA
ETD
F
FNKO
FUJHY
FUN
GCO
GIII
GM
GRBK
GTX
HD
HRB
HZO
IGT
INSE
JAKK
JILL
LAZY
LEGH
LNW
LOW
LRN
M
MAT
MCRI
MHO
MNSO
MOD
MOV
MSC
MTH
NINOY
PRDO
PROSY
SEAS
SRI
STLA
SUP
TA
TAL
TGT
TH
TMHC
TPH
ULTA
UTI
VC
VWAGY
PRPL
PCRFY
AEO
FLXS
EDU
LTH
DECK
SKY
CVCO
MGDDY
LZB
