Ticker
debtEq
dilutedEps3y
divRate
divYield
divYieldTtm
ebitMargin
estimateEps
estimateEps
payoutRatio
peNongaapFy1
peRatioFwd
priceBook
revenueGrowth
revenueGrowth3
roa
roe
sectorgics
sectorname
shortIntPctFloat
totalDebt
totalEnterprise
totAnalystsRecommendations
totDebtCap
totLiabTotAssets
