Ticker
AA
AAU
ALB
AMR
ARREF
ATI
AVD
BASFY
CBT
CENX
CF
CMC
CMT
CPAC
ECVT
FSI
FUPBY
GEF
GLNCY
GPK
GSM
HAYN
HCC
HWKN
ICL
IPI
IVPAF
KALU
KLBAY
KRO
LTHM
LXU
MERC
METC
MOS
MPVDF
MYE
NHYDY
NTR
NUE
OLN
PKX
PTVE
RS
RYAM
RYI
SON
SQM
SSL
STLD
SXC
TECK
TMST
USAP
USNZY
VALE
VHI
WFG
WLK
X
ZEUS
ARKAY
SMFKY
CSTM
HMY
AU
CX
NGVT
OI
CLF
AKZOY
MONDY
