Ticker
AMR
BP
BSM
CNQ
ECx
EGY
EPM
HNRG
HCC
HNRG
MPC
OMVKY
PDCE
PEYUF
OVV
REI
SOI
SSL
SU
TTE
VNOM
VLO
WLL
