Ticker
SQ
SHOP
SE
PYPL
Z
JD
TWLO
MELI
PINS
TCEHY
COIN
OPEN
PDD
DOCU
ICE
SNAP
INTU
SI
WDAY
TCS
BEKE
DKNG
BABA
BILL
LC
PATH
AMZN
TDOC
STNE
SCHW
HDB
GOOG
